respondent_id,gender,age_years,country,education_level,undergraduate_major,current_role,current_industry,years_experience_current_role,yearly_compensation_usd
3687,Female,22,New Zealand,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,I am a student,4,"10-20,000"
3688,Female,22,Greece,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Academics/Education,0,"0-10,000"
3689,Female,25,Greece,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Academics/Education,1,
3690,Female,25,Egypt,Master’s degree,"Computer science (software engineering, etc.)",Research Assistant,Academics/Education,2,"0-10,000"
3691,Female,35,I do not wish to disclose my location,Doctoral degree,"Information technology, networking, or system administration",,,,
3692,Female,18,Indonesia,Bachelor’s degree,Mathematics or statistics,Statistician,I am a student,4,
3693,Female,30,South Korea,Master’s degree,Environmental science or geology,Research Assistant,Medical/Pharmaceutical,4,"20-30,000"
3694,Female,22,Australia,,,,,,
3695,Female,22,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,15,"0-10,000"
3696,Female,30,Spain,Master’s degree,Other,Data Engineer,,,
3697,Female,25,Australia,Master’s degree,Mathematics or statistics,Data Scientist,Computers/Technology,1,"40-50,000"
3698,Female,22,India,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0,"0-10,000"
3699,Female,22,France,Bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Student,I am a student,0,"0-10,000"
3700,Female,22,South Korea,Some college/university study without earning a bachelor’s degree,Mathematics or statistics,Student,I am a student,0,
3701,Female,25,Israel,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Medical/Pharmaceutical,1,"0-10,000"
3702,Female,22,Australia,Master’s degree,Mathematics or statistics,Student,I am a student,0,"0-10,000"
3703,Female,40,India,Professional degree,,,,,
3704,Female,18,Austria,Bachelor’s degree,Engineering (non-computer focused),Student,,,
3705,Female,35,Poland,Master’s degree,"Information technology, networking, or system administration",Data Engineer,Manufacturing/Fabrication,10,
3706,Female,22,Japan,Master’s degree,Physics or astronomy,Student,I am a student,0,"0-10,000"
3707,Female,45,Australia,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Consultant,Accounting/Finance,20,
3708,Female,22,India,Bachelor’s degree,Other,Data Scientist,Computers/Technology,0,"0-10,000"
3709,Female,25,India,Professional degree,"Computer science (software engineering, etc.)",Data Analyst,Computers/Technology,2,
3710,Female,18,Nigeria,Bachelor’s degree,Other,Other,I am a student,,
3711,Female,30,Australia,,,,,,
3712,Female,22,Viet Nam,Bachelor’s degree,Engineering (non-computer focused),Other,Retail/Sales,0,"0-10,000"
3713,Female,25,Portugal,Master’s degree,Mathematics or statistics,Not employed,,,
3714,Female,30,India,Master’s degree,Mathematics or statistics,Data Scientist,Insurance/Risk Assessment,4,"40-50,000"
3715,Female,25,South Korea,I prefer not to answer,"Computer science (software engineering, etc.)",Data Engineer,I am a student,1,
3716,Female,30,"Iran, Islamic Republic of...",Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0,
3717,Female,22,Japan,Some college/university study without earning a bachelor’s degree,,,,,
3718,Female,18,India,Master’s degree,Engineering (non-computer focused),Student,Academics/Education,0,
3719,Female,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
3720,Female,18,China,Master’s degree,,,,,
3721,Female,22,India,,,,,,
3722,Female,22,Hong Kong (S.A.R.),Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1,
3723,Female,25,France,Master’s degree,Mathematics or statistics,Data Scientist,Computers/Technology,3,"50-60,000"
3724,Female,35,Singapore,Bachelor’s degree,"Computer science (software engineering, etc.)",Business Analyst,Other,10,"40-50,000"
3725,Female,30,Japan,I prefer not to answer,I never declared a major,Software Engineer,Computers/Technology,3,"30-40,000"
3726,Female,22,China,Master’s degree,"Computer science (software engineering, etc.)",Student,Computers/Technology,4,"30-40,000"
3727,Female,40,Russia,Master’s degree,Mathematics or statistics,Data Analyst,Computers/Technology,2,
3728,Female,30,Viet Nam,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Computers/Technology,2,"0-10,000"
3729,Female,35,"Iran, Islamic Republic of...",Master’s degree,"Information technology, networking, or system administration",Business Analyst,Non-profit/Service,4,
3730,Female,30,Republic of Korea,Doctoral degree,Fine arts or performing arts,Research Assistant,Manufacturing/Fabrication,5,
3731,Female,25,Hong Kong (S.A.R.),Doctoral degree,Engineering (non-computer focused),Student,Academics/Education,4,"30-40,000"
3732,Female,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,2,
3733,Female,25,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Engineering (non-computer focused),Student,Energy/Mining,4,
3734,Female,18,India,Some college/university study without earning a bachelor’s degree,Engineering (non-computer focused),Student,I am a student,2,"0-10,000"
3735,Female,35,Australia,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Not employed,,,
3736,Female,35,India,I prefer not to answer,"Computer science (software engineering, etc.)",Product/Project Manager,Computers/Technology,5,"10-20,000"
3737,Female,30,I do not wish to disclose my location,Doctoral degree,"Information technology, networking, or system administration",DBA/Database Engineer,Academics/Education,2,
3738,Female,22,Indonesia,Some college/university study without earning a bachelor’s degree,Mathematics or statistics,Data Analyst,I am a student,,
3739,Female,25,Indonesia,Master’s degree,Mathematics or statistics,Data Scientist,Shipping/Transportation,2,
3740,Female,25,Poland,Professional degree,Physics or astronomy,Research Scientist,Academics/Education,3,"20-30,000"
3741,Female,22,Egypt,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,I am a student,4,"0-10,000"
3742,Female,22,Other,Bachelor’s degree,"Computer science (software engineering, etc.)",Other,Computers/Technology,0,"20-30,000"
3743,Female,35,India,Doctoral degree,"Computer science (software engineering, etc.)",Other,Other,15,
3744,Female,18,I do not wish to disclose my location,,,,,,
3745,Female,25,South Korea,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,Marketing/CRM,2,
3746,Female,22,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0,"0-10,000"
3747,Female,22,Bangladesh,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Not employed,,,
3748,Female,18,Philippines,Master’s degree,"Information technology, networking, or system administration",Data Analyst,I am a student,2,
3749,Female,25,Germany,Bachelor’s degree,"Computer science (software engineering, etc.)",Consultant,Computers/Technology,2,"50-60,000"
3750,Female,30,India,I prefer not to answer,"Computer science (software engineering, etc.)",Not employed,,,
3751,Female,25,Singapore,Some college/university study without earning a bachelor’s degree,Other,Not employed,,,
3752,Female,22,France,Master’s degree,Mathematics or statistics,Data Scientist,Computers/Technology,1,
3753,Female,30,Ukraine,I prefer not to answer,Engineering (non-computer focused),Software Engineer,Marketing/CRM,5,
3754,Female,22,Germany,Bachelor’s degree,"Information technology, networking, or system administration",Business Analyst,Government/Public Service,0,"10-20,000"
3755,Female,35,India,Doctoral degree,Engineering (non-computer focused),Data Analyst,Computers/Technology,0,"0-10,000"
3756,Female,22,I do not wish to disclose my location,Master’s degree,,,,,
3757,Female,22,Indonesia,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Online Service/Internet-based Services,0,"0-10,000"
3758,Female,40,I do not wish to disclose my location,Master’s degree,,,,,
3759,Female,22,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
3760,Female,50,France,,,,,,
3761,Female,18,India,Master’s degree,"Computer science (software engineering, etc.)",Student,,,
3762,Female,40,Japan,Some college/university study without earning a bachelor’s degree,Mathematics or statistics,Consultant,Non-profit/Service,10,
3763,Female,22,China,,,,,,
3764,Female,35,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Research Assistant,,,
3765,Female,30,Malaysia,Master’s degree,Physics or astronomy,Student,Accounting/Finance,0,"0-10,000"
3766,Female,25,Finland,Master’s degree,,,,,
3767,Female,22,Other,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0,"0-10,000"
3768,Female,22,Indonesia,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,,,
3769,Female,22,India,Master’s degree,Mathematics or statistics,Business Analyst,Other,0,
3770,Female,22,Belarus,Master’s degree,Mathematics or statistics,Data Scientist,Computers/Technology,1,"10-20,000"
3771,Female,35,India,Bachelor’s degree,Engineering (non-computer focused),Consultant,Computers/Technology,15,
3772,Female,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
3773,Female,30,India,I prefer not to answer,"Computer science (software engineering, etc.)",Not employed,,,
3774,Female,40,Singapore,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",,,,
3775,Female,22,France,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,,
3776,Female,22,India,Doctoral degree,,,,,
3777,Female,18,India,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
3778,Female,18,France,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Student,I am a student,,
3779,Female,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Academics/Education,,
3780,Female,50,Japan,Bachelor’s degree,Physics or astronomy,Software Engineer,,,
3781,Female,22,Russia,Master’s degree,Mathematics or statistics,Other,Computers/Technology,0,"0-10,000"
3782,Female,22,Japan,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,I am a student,20,"0-10,000"
3783,Female,35,Australia,Doctoral degree,,,,,
3784,Female,25,India,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Computers/Technology,2,
3785,Female,25,Kenya,Master’s degree,Mathematics or statistics,Data Analyst,Accounting/Finance,1,"10-20,000"
3786,Female,25,South Korea,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Marketing Analyst,,,
3787,Female,22,India,Master’s degree,"Computer science (software engineering, etc.)",Business Analyst,Computers/Technology,,
3788,Female,25,Germany,Bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Student,I am a student,0,"0-10,000"
3789,Female,22,India,Master’s degree,Mathematics or statistics,Other,Academics/Education,0,
3790,Female,25,India,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,I am a student,0,"0-10,000"
3791,Female,40,Spain,Master’s degree,"Computer science (software engineering, etc.)",Business Analyst,Computers/Technology,5,"30-40,000"
3792,Female,25,Australia,Master’s degree,Physics or astronomy,Student,I am a student,5,
3793,Female,25,India,Master’s degree,Mathematics or statistics,Marketing Analyst,Other,2,"10-20,000"
3794,Female,25,India,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
3795,Female,22,Other,Master’s degree,Mathematics or statistics,,,,
3796,Female,35,South Korea,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Other,Academics/Education,10,
3797,Female,55,Portugal,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Analyst,,,
3798,Female,22,India,I prefer not to answer,"A business discipline (accounting, economics, finance, etc.)",Other,Marketing/CRM,2,
3799,Female,22,Other,Master’s degree,Mathematics or statistics,Student,Academics/Education,1,
3800,Female,18,Singapore,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1,
3801,Female,18,Australia,Bachelor’s degree,Mathematics or statistics,Data Analyst,Accounting/Finance,0,"40-50,000"
3802,Female,18,China,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,I am a student,0,
3803,Female,18,China,Bachelor’s degree,Mathematics or statistics,Student,I am a student,0,
3804,Female,22,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Physics or astronomy,Data Analyst,I am a student,0,
3805,Female,22,Bangladesh,Bachelor’s degree,Other,Student,I am a student,,
3806,Female,25,Australia,Bachelor’s degree,Engineering (non-computer focused),Business Analyst,Energy/Mining,2,"40-50,000"
3807,Female,40,Czech Republic,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Medical/Pharmaceutical,3,"20-30,000"
3808,Female,30,South Africa,Master’s degree,Mathematics or statistics,Statistician,Academics/Education,1,"10-20,000"
3809,Female,22,India,Bachelor’s degree,Mathematics or statistics,Statistician,I am a student,0,
3810,Female,40,"Iran, Islamic Republic of...",Doctoral degree,"Computer science (software engineering, etc.)",,,,
3811,Female,25,India,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
3812,Female,22,South Africa,Bachelor’s degree,Mathematics or statistics,Data Analyst,Academics/Education,0,
3813,Female,25,Indonesia,Bachelor’s degree,"Information technology, networking, or system administration",Research Assistant,Academics/Education,0,"500,000+"
3814,Female,22,South Korea,,,,,,
3815,Female,25,China,Bachelor’s degree,Mathematics or statistics,,,,
3816,Female,22,Pakistan,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,2,
3817,Female,22,India,Master’s degree,Mathematics or statistics,Statistician,Retail/Sales,0,"0-10,000"
3818,Female,18,Other,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,2,
3819,Female,22,Thailand,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Accounting/Finance,0,"0-10,000"
3820,Female,18,Other,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,I am a student,2,"0-10,000"
3821,Female,22,India,Master’s degree,Engineering (non-computer focused),Not employed,,,
3822,Female,22,Turkey,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,15,
3823,Female,30,Sweden,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,Accounting/Finance,1,
3824,Female,22,India,Some college/university study without earning a bachelor’s degree,"Humanities (history, literature, philosophy, etc.)",Data Scientist,Hospitality/Entertainment/Sports,1,"40-50,000"
3825,Female,25,China,I prefer not to answer,"Computer science (software engineering, etc.)",,,,
3826,Female,22,India,Master’s degree,Mathematics or statistics,,,,
3827,Female,22,Singapore,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Retail/Sales,3,"20-30,000"
3828,Female,40,Spain,Some college/university study without earning a bachelor’s degree,Mathematics or statistics,Business Analyst,Accounting/Finance,15,"70-80,000"
3829,Female,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Not employed,,,
3830,Female,25,Netherlands,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Analyst,Other,0,"20-30,000"
3831,Female,22,Australia,Master’s degree,,,,,
3832,Female,22,India,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,,
3833,Female,25,Other,Master’s degree,Engineering (non-computer focused),Research Assistant,Accounting/Finance,2,"0-10,000"
3834,Female,22,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0,"0-10,000"
3835,Female,25,China,Bachelor’s degree,Environmental science or geology,Data Analyst,Computers/Technology,2,"20-30,000"
3836,Female,22,China,Master’s degree,Mathematics or statistics,Student,I am a student,15,
3837,Female,25,India,Bachelor’s degree,,,,,
3838,Female,30,Israel,Master’s degree,Engineering (non-computer focused),Data Scientist,Online Service/Internet-based Services,1,"80-90,000"
3839,Female,25,Russia,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Marketing/CRM,1,"0-10,000"
3840,Female,35,Singapore,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Broadcasting/Communications,5,
3841,Female,22,Italy,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,,"0-10,000"
3842,Female,35,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Government/Public Service,10,"40-50,000"
3843,Female,22,Belgium,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Insurance/Risk Assessment,1,"20-30,000"
3844,Female,25,India,Master’s degree,Engineering (non-computer focused),Not employed,,,
3845,Female,22,Germany,Bachelor’s degree,"Computer science (software engineering, etc.)",Business Analyst,I am a student,0,"0-10,000"
3846,Female,22,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Engineering (non-computer focused),Student,I am a student,3,
3847,Female,22,India,Doctoral degree,"Computer science (software engineering, etc.)",Not employed,,,
3848,Female,35,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Mathematics or statistics,Manager,Medical/Pharmaceutical,1,
3849,Female,22,Tunisia,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0,"0-10,000"
3850,Female,22,Portugal,,,,,,
3851,Female,35,Other,,,,,,
3852,Female,50,Ukraine,Master’s degree,Mathematics or statistics,Research Scientist,Academics/Education,20,
3853,Female,35,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Engineering (non-computer focused),Data Analyst,Accounting/Finance,5,
3854,Female,25,Spain,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Manufacturing/Fabrication,3,"30-40,000"
3855,Female,30,Russia,Master’s degree,Other,Data Scientist,Accounting/Finance,5,"0-10,000"
3856,Female,25,Spain,Master’s degree,Engineering (non-computer focused),Student,I am a student,1,"10-20,000"
3857,Female,25,I do not wish to disclose my location,Doctoral degree,"Computer science (software engineering, etc.)",Student,Academics/Education,1,
3858,Female,35,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Information technology, networking, or system administration",Student,Computers/Technology,5,
3859,Female,18,Ukraine,Master’s degree,"Information technology, networking, or system administration",Student,I am a student,1,"0-10,000"
3860,Female,30,Germany,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Medical/Pharmaceutical,1,"60-70,000"
3861,Female,18,Portugal,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,I am a student,,
3862,Female,18,Other,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Computers/Technology,,
3863,Female,22,France,Master’s degree,Mathematics or statistics,Software Engineer,Government/Public Service,0,"30-40,000"
3864,Female,22,France,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0,
3865,Female,35,Other,I prefer not to answer,"Computer science (software engineering, etc.)",Principal Investigator,Academics/Education,10,"150-200,000"
3866,Female,35,Nigeria,Master’s degree,"Computer science (software engineering, etc.)",Other,Shipping/Transportation,5,"0-10,000"
3867,Female,30,Other,Master’s degree,"Computer science (software engineering, etc.)",Not employed,,,
3868,Female,22,Turkey,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0,
3869,Female,30,Italy,Master’s degree,"Computer science (software engineering, etc.)",,,,
3870,Female,22,Other,Bachelor’s degree,"Information technology, networking, or system administration",Other,Computers/Technology,1,"0-10,000"
3871,Female,18,Morocco,Master’s degree,"Computer science (software engineering, etc.)",,,,
3872,Female,35,Poland,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,4,
3873,Female,22,Pakistan,Master’s degree,"Information technology, networking, or system administration",Student,I am a student,0,
3874,Female,22,Other,Master’s degree,"Information technology, networking, or system administration",Not employed,,,
3875,Female,45,France,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Consultant,Computers/Technology,10,
3876,Female,18,I do not wish to disclose my location,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,I am a student,0,"0-10,000"
3877,Female,25,United Kingdom of Great Britain and Northern Ireland,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Software Engineer,Marketing/CRM,0,"20-30,000"
3878,Female,25,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,2,"0-10,000"
3879,Female,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Analyst,I am a student,3,
3880,Female,25,Pakistan,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,I am a student,0,
3881,Female,18,India,,,,,,
3882,Female,50,Other,Professional degree,"Computer science (software engineering, etc.)",Research Scientist,Academics/Education,20,
3883,Female,22,Egypt,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Analyst,Computers/Technology,0,
3884,Female,22,Italy,Bachelor’s degree,Mathematics or statistics,Student,I am a student,0,"0-10,000"
3885,Female,25,Pakistan,Master’s degree,"Computer science (software engineering, etc.)",Student,,,
3886,Female,45,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,Manager,Retail/Sales,5,"100-125,000"
3887,Female,22,Other,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Scientist,I am a student,1,"0-10,000"
3888,Female,22,Germany,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,10,"0-10,000"
3889,Female,22,Poland,,,,,,
3890,Female,25,Austria,Doctoral degree,Mathematics or statistics,Research Scientist,Academics/Education,2,"30-40,000"
3891,Female,22,India,Doctoral degree,Mathematics or statistics,Data Scientist,Retail/Sales,1,
3892,Female,30,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Other,Data Scientist,Accounting/Finance,0,"90-100,000"
3893,Female,25,Poland,Master’s degree,Mathematics or statistics,Data Scientist,Computers/Technology,1,"20-30,000"
3894,Female,22,France,Master’s degree,Mathematics or statistics,Student,I am a student,15,"0-10,000"
3895,Female,30,Other,Doctoral degree,"Computer science (software engineering, etc.)",Research Assistant,,,
3896,Female,25,Nigeria,Bachelor’s degree,,,,,
3897,Female,25,Pakistan,Master’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,1,"0-10,000"
3898,Female,25,Austria,Master’s degree,Mathematics or statistics,Data Scientist,Manufacturing/Fabrication,0,"40-50,000"
3899,Female,22,Tunisia,I prefer not to answer,,,,,
3900,Female,35,Italy,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Engineer,Computers/Technology,5,"30-40,000"
3901,Female,18,Pakistan,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
3902,Female,22,Turkey,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0,
3903,Female,30,Israel,I prefer not to answer,Engineering (non-computer focused),Data Scientist,,,
3904,Female,22,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,1,"0-10,000"
3905,Female,25,Morocco,Doctoral degree,"Computer science (software engineering, etc.)",Student,I am a student,5,"10-20,000"
3906,Female,35,France,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Not employed,,,
3907,Female,25,Other,Bachelor’s degree,Engineering (non-computer focused),Data Analyst,I am a student,1,
3908,Female,50,Portugal,Doctoral degree,"Computer science (software engineering, etc.)",Other,Academics/Education,20,
3909,Female,35,Sweden,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)",Data Scientist,Computers/Technology,0,"80-90,000"
3910,Female,22,Ukraine,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,4,"40-50,000"
3911,Female,22,Poland,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Student,Computers/Technology,0,"0-10,000"
3912,Female,40,Spain,Doctoral degree,Physics or astronomy,Research Scientist,Manufacturing/Fabrication,5,"30-40,000"
3913,Female,30,Egypt,Professional degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5,"0-10,000"
3914,Female,45,Ukraine,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Software Engineer,Manufacturing/Fabrication,25,"10-20,000"
3915,Female,25,Russia,No formal education past high school,,Data Scientist,Accounting/Finance,1,"0-10,000"
3916,Female,22,Russia,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
3917,Female,30,Other,Professional degree,"Computer science (software engineering, etc.)",Research Scientist,Academics/Education,2,
3918,Female,22,Egypt,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0,"0-10,000"
3919,Female,25,Morocco,Master’s degree,Mathematics or statistics,Data Engineer,Medical/Pharmaceutical,0,"10-20,000"
3920,Female,30,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Academics/Education,0,"50-60,000"
3921,Female,22,Russia,Bachelor’s degree,Mathematics or statistics,DBA/Database Engineer,Accounting/Finance,2,"20-30,000"
3922,Female,22,Spain,Master’s degree,Engineering (non-computer focused),Chief Officer,Medical/Pharmaceutical,0,
3923,Female,22,Other,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Energy/Mining,1,"10-20,000"
3924,Female,22,Poland,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Engineer,Computers/Technology,0,"0-10,000"
3925,Female,25,Poland,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Academics/Education,0,"20-30,000"
3926,Female,35,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Physics or astronomy,Research Scientist,Academics/Education,4,"40-50,000"
3927,Female,18,Other,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Computers/Technology,0,"0-10,000"
3928,Female,30,Switzerland,Doctoral degree,Mathematics or statistics,,,,
3929,Female,35,Spain,Professional degree,"Computer science (software engineering, etc.)",Research Scientist,Computers/Technology,1,"30-40,000"
3930,Female,25,Nigeria,Master’s degree,"Computer science (software engineering, etc.)",Business Analyst,Marketing/CRM,1,"0-10,000"
3931,Female,25,Turkey,Doctoral degree,Physics or astronomy,Data Scientist,Computers/Technology,1,"0-10,000"
3932,Female,30,Norway,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Product/Project Manager,Computers/Technology,0,"60-70,000"
3933,Female,22,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Engineering (non-computer focused),Data Analyst,Accounting/Finance,2,"100-125,000"
3934,Female,25,India,Doctoral degree,Mathematics or statistics,Student,Computers/Technology,2,
3935,Female,30,Netherlands,Professional degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Insurance/Risk Assessment,5,"30-40,000"
3936,Female,30,Other,Master’s degree,"Computer science (software engineering, etc.)",Student,,,
3937,Female,22,Tunisia,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,,,
3938,Female,22,Pakistan,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,4,
3939,Female,25,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0,
3940,Female,18,Russia,Bachelor’s degree,,,,,
3941,Female,25,Austria,Master’s degree,Mathematics or statistics,Student,Academics/Education,2,"30-40,000"
3942,Female,45,Spain,No formal education past high school,,Data Scientist,Computers/Technology,2,
3943,Female,25,Belgium,Doctoral degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,3,"30-40,000"
3944,Female,22,Netherlands,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Accounting/Finance,1,
3945,Female,30,Tunisia,Doctoral degree,"Computer science (software engineering, etc.)",Student,I am a student,4,
3946,Female,40,Portugal,I prefer not to answer,I never declared a major,,,,
3947,Female,22,France,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,I am a student,0,
3948,Female,22,Other,Bachelor’s degree,Engineering (non-computer focused),Product/Project Manager,Medical/Pharmaceutical,0,"0-10,000"
3949,Female,30,"Iran, Islamic Republic of...",Master’s degree,Environmental science or geology,DBA/Database Engineer,Computers/Technology,5,"60-70,000"
3950,Female,30,Turkey,Master’s degree,"Computer science (software engineering, etc.)",Consultant,Other,5,"10-20,000"
3951,Female,22,Other,,,,,,
3952,Female,30,Nigeria,Master’s degree,Engineering (non-computer focused),Not employed,,,
3953,Female,22,Other,Master’s degree,Mathematics or statistics,Statistician,I am a student,3,"0-10,000"
3954,Female,18,Other,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
3955,Female,30,South Africa,Bachelor’s degree,"Information technology, networking, or system administration",Consultant,Other,1,
3956,Female,25,Sweden,Master’s degree,,,,,
3957,Female,30,France,Master’s degree,Mathematics or statistics,Data Scientist,Medical/Pharmaceutical,2,
3958,Female,22,Portugal,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0,"20-30,000"
